,keyword,addition
sakthi stabilizer for ac -> sakthi,1,1
saibaba statues -> saibaba,1,1
sagar vollyball -> sagar,1,1
safety workwear -> safety,1,1
safari car light -> car,1,1
saddle shoes -> saddle,1,1
s6 edge back cover -> back,1,1
samsung grand duos gt 19082 mobile price -> mobile,1,1
samsung grand max 7202 back cover -> back,1,1
samsung grand mega -> grand,1,1
security stun gun -> security,1,1
scratchgard screen protector for samsung-s6102 galaxy y duos -> scratchgard,1,1
screen enlarger for smart phone -> for,1,1
screen guard for samsung galaxy j3 -> galaxy,1,1
sdl701355079 sdl701355079 -> sdl701355079,1,1
sea salt hair spray -> hair,1,1
sealent tyre repair -> repair,1,1
seepia net saree -> net,1,1
science cbse text books for class 9 -> cbse,1,1
selfie flash stick -> flash,1,1
selfie stick for samsung j1 compatabal -> for,1,1
semi chiffon embroidered sarees -> embroidered,1,1
semi shoes -> semi,1,1
semi stiched cotton salwar suit -> salwar,1,1
semi stitched dress -> semi,1,1
scott red sunglasses -> red,1,1
school world atlas -> school,1,1
samsung hd ready led tv -> led,1,1
satin single bedsheet -> satin,1,1
sarees krishna emporia women s georgette saree yellow & white -> georgette,1,1
sarees stone -> sarees,1,1
sari tv -> sari,1,1
sata pata to usb -> to,1,1
satellite signal finder -> satellite,1,1
satin chiffon saree -> chiffon,1,1
sbi po preliminary exam practice set -> exam,1,1
school stationery organiser -> school,1,1
schneider ink pen -> ink,1,1
school bag for girls for class 3 -> bag,1,1
school bags for girls for class 3 -> 3,1,1
school bags for girls high school -> girls,1,1
school bags tommy hilfiger -> school,1,1
school dayz shoes for kids boys -> dayz,1,1
semi stitched kurties -> semi,1,1
sephora collection imported -> collection,1,1
service towns -> service,1,1
shirt men white -> men,1,1
shaurya-f shirts -> shaurya-f,1,1
shaving machine chargebal men -> chargebal,1,1
shaving trimmer -> shaving,1,1
shengshou skewb -> shengshou,1,1
sherwani in velvet -> in,1,1
shining sports sun glasses mens -> shining,1,1
shirt style tops for ladies -> style,1,1
serving trays -> serving,1,1
shirts for big boys -> big,1,1
shirts for men -> for,1,1
shirts full in boys medium size boys -> full,1,1
shiva collection of patiala -> of,1,1
shobha silk sarees -> shobha,1,1
shoe plastic rack -> plastic,1,1
shaun boys pajama -> boys,1,1
shapewear for women -> for,1,1
shapewear and bra -> and,1,1
shapes artic stainless steel -> artic,1,1
shape sliming vest -> shape,1,1
shampoo volume -> shampoo,1,1
shalwar suits -> shalwar,1,1
shagun prints blue chiffon designer saree -> blue,1,1
shade t-shirts -> shade,1,1
sexy tops for women -> sexy,1,1
sexy fuck nighty for girls -> fuck,1,1
sex toys vibraters -> toys,1,1
sex clothes for men -> clothes,1,1
sewing machine thread -> machine,1,1
sewing hand machine -> hand,1,1
set of two formal shirts -> formal,1,1
set of 2 power bank -> 2,1,1
sarees in simple -> in,1,1
sareeka sarees -> sareeka,1,1
saree siffon border -> border,1,1
samsung mobile phone s-5282 -> phone,1,1
samsung j7 mobile cover cute cover -> cute,1,1
samsung keyboard mobile -> keyboard,1,1
samsung keypad mobiles -> keypad,1,1
samsung led tv -> led,1,1
samsung mobile charger for samsung s4 -> for,1,1
samsung mobile on5 -> mobile,1,1
samsung note 4 back cover love -> back,1,1
samsung sata -> samsung,1,1
samsung note tab -> note,1,1
samsung on7 leather back cover -> back,1,1
samsung s duos -> samsung,1,1
samsung s3 back cover -> back,1,1
samsung s4 b600be battery -> b600be,1,1
samsung s6 back tempered glass -> back,1,1
samsung j7 mobile -> j7,1,1
samsung j7 lether mobile back cover -> back,1,1
samsung j7 designer flip cover -> designer,1,1
samsung j7 back covers in lord bhudda -> in,1,1
samsung j5 glass screen guard -> glass,1,1
samsung j3 mobiles best offers -> best,1,1
samsung j3 golden mirror back cover -> golden,1,1
samsung j3 back covers -> back,1,1
samsung j3 ace mobile -> ace,1,1
samsung j3 6 backcover -> 6,1,1
samsung j3 4g gold -> 4g,1,1
samsung j3 4g cover -> 4g,1,1
samsung j2 case lord tiger -> lord,1,1
samsung j2 black mobile -> black,1,1
samsung j 2 series -> 2,1,1
samsung in memory cards -> in,1,1
samsung ht j5550k blu ray player -> ht,1,1
samsung s7 edge mobile -> edge,1,1
samsung sd card 16 -> samsung,1,1
santro car rear shock absorbers -> rear,1,1
sandel for women -> for,1,1
samsung z3 black -> samsung,1,1
samurai sword -> samurai,1,1
san disk otg 3 0 32gb pen drive -> 32gb,1,1
sand disk 16 gb sd card -> gb,1,1
sandals globalite men -> globalite,1,1
sandalwood essential oil -> essential,1,1
sandisk 16 gb otg -> gb,1,1
samsung sd card 2 gb -> samsung,1,1
sandisk 16gb pendrive -> 16gb,1,1
sandisk 32gb glide pendrive -> glide,1,1
sandisk 8gb memory card and card reader -> 8gb,1,1
sandisk 8gb white pendrive -> 8gb,1,1
sangam trousers -> sangam,1,1
sanitary cotton pads -> cotton,1,1
samsung wireless charger -> samsung,1,1
samsung wave y mobile price -> mobile,1,1
samsung usb speakers -> samsung,1,1
samsung tv -> samsung,1,1
samsung touch phones -> samsung,1,1
samsung tizen z3 back body -> back,1,1
samsung tizen z3 -> tizen,1,1
samsung tablet -> samsung,1,1
samsung tab with android -> samsung,1,1
samsung tab e -> samsung,1,1
samsung stylus pen for tablet -> samsung,1,1
samsung ssd -> samsung,1,1
samsung sound system for tv -> samsung,1,1
samsung sound bar -> samsung,1,1
samsung smart tv 24 inches -> samsung,1,1
samsung sm-g355h mobile phone -> mobile,1,1
samsung series 6 led tv -> led,1,1
stone all loafers -> all,1,1
stone studded copper silver watch -> copper,1,1
root touch up pen -> root,1,1
welcome black shoes -> black,1,1
wd 1 5 tb hard disk -> 5,1,1
wd 1tb desktop harddisk -> desktop,1,1
wd my passport 1 tb -> my,1,1
wd my passport 2 tb external hard disk -> external,1,1
wedding dress for man -> dress,1,1
weight men scale -> men,1,1
western coton wear combo pack -> coton,1,1
water storage tank -> storage,1,1
western salwar suit for girls -> salwar,1,1
wet face wipes -> face,1,1
wet wipes -> wet,1,1
wetgrinder elgi ultra -> elgi,1,1
whirlpool 275 cls plus wine fiesta -> plus,1,1
whirlpool cooktops induction cooktops -> cooktops,1,1
waterman ball pen refill- bluwaterman ball pen refill- blue -> bluwaterman,1,1
water purifier with booster pump -> booster,1,1
wash basin stand for acrylic wash basin -> acrylic,1,1
watches for women combo in black -> combo,1,1
washing machines lg semi automatic 10000 -> lg,1,1
waste coupling 1 4 inch diamter -> 4,1,1
watch for men -> for,1,1
watch for men dezine -> for,1,1
watches fastrack for men -> fastrack,1,1
watches for women -> for,1,1
water bottle insulated milton -> insulated,1,1
water proof sport watch -> sport,1,1
water cooler desert pump -> desert,1,1
water fall stone wall sticker -> stone,1,1
water flow meter -> flow,1,1
water motor pump -> motor,1,1
water pressure booster pump -> booster,1,1
water proof shoe for woman -> proof,1,1
white abs plastic board stand -> abs,1,1
white adhesive tape -> adhesive,1,1
white airmax nike shoes -> airmax,1,1
wifi keyboard mobiles -> keyboard,1,1
white womens purses -> white,1,1
white writing board -> white,1,1
whiteboard marker pens -> marker,1,1
wickets 6 set -> 6,1,1
wifi dongle for desktop -> dongle,1,1
wifi inkjet color printer -> color,1,1
wildcraft bags in laptop bags -> in,1,1
white anarkali kurti -> anarkali,1,1
wills lifestyle linen shirt -> linen,1,1
windos mobile phone -> mobile,1,1
wine bear glasses -> bear,1,1
winter women black muffler -> black,1,1
wiper blade for chevrolet spark -> chevrolet,1,1
wipro garnet 14w led -> garnet,1,1
white wireless keyboard -> white,1,1
white plain saree -> plain,1,1
white party shirts -> party,1,1
white men sport shoes -> men,1,1
white linen casual trouser -> casual,1,1
white lace up leather shoes -> leather,1,1
white jockey vests for 9 years boys -> jockey,1,1
white intex aqua young 8gb backcover -> 8gb,1,1
white hooded t-shirt -> hooded,1,1
white full shirts for baby girls -> full,1,1
white cotton shirts for boys -> cotton,1,1
white cotton shirts -> cotton,1,1
white cotton saree -> cotton,1,1
white cotton jegging -> cotton,1,1
white cotton hooded t-shirt -> hooded,1,1
white ceramic plates -> ceramic,1,1
white casuals shirts -> casuals,1,1
washing machine lg semi -> lg,1,1
wall word decor -> wall,1,1
wire cable lock -> cable,1,1
vardhaman cotton sarees -> cotton,1,1
v-neck women sweeters -> v-neck,1,1
v4s 0201 gionee flip cover -> 0201,1,1
v5 black smart casuals shoes -> black,1,1
vanity makeup travel kit -> makeup,1,1
vans casual shoes -> casual,1,1
varayu art crepe silk sarees -> art,1,1
vegetables cutting toys -> cutting,1,1
v neck t shirt combo offer -> combo,1,1
vego air coolers -> air,1,1
velvet nehru waist coat -> nehru,1,1
venus weighing machine -> venus,1,1
verna fluidic left full mirror -> full,1,1
vertical wallets -> vertical,1,1
vests and briefs combo packs -> and,1,1
v shape men full tshirt -> full,1,1
v guard water pumps 1 5 hp -> 5,1,1
wall watches -> wall,1,1
usha air cooler air coolers -> coolers,1,1
usb optical gaming mouse -> gaming,1,1
usb portable wifi -> portable,1,1
usb wifi connector -> usb,1,1
usb wifi router -> usb,1,1
used apple iphones -> apple,1,1
usha 1602 iron -> 1602,1,1
usha bandhan sewing machine -> bandhan,1,1
v art blue velvet saree -> blue,1,1
usha blue ceiling fan -> blue,1,1
usha electric sewing machine -> electric,1,1
usha janome prima sewing kit -> prima,1,1
usha magna stitch sewing machine -> magna,1,1
usha maxx air clip table fan -> clip,1,1
v & g nhc - 522 -> -,1,1
victor gold shuttlecocks -> gold,1,1
victorinox watches for women -> victorinox,1,1
video light stand -> light,1,1
w-speedwav 2 ton hydraulic bottle shaped jack- maruti ritz -> maruti,1,1
voltas 1 2 ton 5 star split ac -> 5,1,1
voltas ac split 1 ton 5 star 170 -> 170,1,1
voltas water dispensers -> voltas,1,1
vorhang jacquard single window eyelet curtain -> jacquard,1,1
voyage round sunglasses -> round,1,1
vritika cotton sarees -> cotton,1,1
wai wai noodles -> wai,1,1
videocon feature mobile phones -> mobile,1,1
waist black for men -> black,1,1
wall decor lady masks -> lady,1,1
wall light shades -> light,1,1
wall mounting network rack -> network,1,1
wall paper for wall paper -> paper,1,1
wall watch -> wall,1,1
voi men shirts -> men,1,1
vlcc hair oil -> hair,1,1
vlcc fairness face pack -> face,1,1
vkc women sleppers -> vkc,1,1
vivo y51l mobile army cover -> army,1,1
vivo y51l back covers -> back,1,1
vivo y15s case cover -> case,1,1
vivo x5 max back cover case -> back,1,1
vivo v 1 back cover rajputi cover -> rajputi,1,1
vitamin k supplement -> k,1,1
vishudh womens kurta -> vishudh,1,1
vishudh womens cotton kurta -> cotton,1,1
vishudh cotton kurtas -> cotton,1,1
vinyl italian wallpaper -> italian,1,1
vintage watches -> vintage,1,1
vinex carrom board - -> -,1,1
viha green net semi stitched suit anarkali semi stitched suits -> green,1,1
wipro wireless keyboard & mouse combo -> wipro,1,1
wired portable speakers -> portable,1,1
stone tiara -> stone,1,1
xolo 500 s lite back cover -> back,1,1
xiaomi redmi note 3 32gb in mobile -> in,1,1
xiaomi redmi note 3 flip cover color black -> 3,1,1
xiaomi redmi note 3 mobile phones price -> phones,1,1
xiaomi redmi note 3 silver 32gb -> 3,1,1
xiaomi redmi note blue bumper covers -> blue,1,1
xiaomi redmi note prime -> note,1,1
xolo black 1x case cover -> case,1,1
xcel men watches stainless steel -> men,1,1
xolo black back covers -> back,1,1
xolo black x1 -> black,1,1
xolo era 4g back case cover -> case,1,1
xolo era 4g back cover -> 4g,1,1
xolo era 4g case cover -> 4g,1,1
xolo era 4k back cover -> back,1,1
xiaomi band strap -> band,1,1
wwe black tshirts -> black,1,1
wooden photo stand -> photo,1,1
woolen salwar suit -> salwar,1,1
woodland casual shoes -> casual,1,1
woodland damy shoes -> damy,1,1
woodland khaki sandals -> khaki,1,1
woodland mens shoes -> mens,1,1
woodland olive sandals -> olive,1,1
woodland sandals women -> sandals,1,1
woolen yarn -> woolen,1,1
wwe action figures -> action,1,1
wow interiors and decors acrylic 3d child wall sticker -> child,1,1
wrangler brown jeans -> brown,1,1
wrangler men shirts -> men,1,1
wrap around dress -> around,1,1
wrist belt watch for girls -> belt,1,1
wrist digital watch -> digital,1,1
xolo era 4k cover -> 4k,1,1
xolo era x 4g flip cover -> 4g,1,1
xolo era x 8gb black 4g back covers -> back,1,1
zebronics blutooth portable speaker -> blutooth,1,1
yuphoria 5010 mobiles -> 5010,1,1
yureka ao5510 batteries -> ao5510,1,1
yureka plus screen guard -> plus,1,1
yuvraj brown loafers -> brown,1,1
zaveri pearls beautiful peacock necklace set -> beautiful,1,1
zebra black formal shoes -> formal,1,1
zebronics gaming mouse -> gaming,1,1
xolo era x back cover -> back,1,1
zeneme multicolour ehtenic contemporary necklace set -> contemporary,1,1
zenfone 2 ze551ml asus back cover -> asus,1,1
ziera formal shoes -> formal,1,1
zircons leather pink zipped shoulder bag -> pink,1,1
zte blade buzz back cover -> back,1,1
zyaden grey rimless -> grey,1,1
yuphoria 5010 in smartphone -> in,1,1
yu yuphoria 5010 soft transparent mobile back cover -> soft,1,1
yu yunique 4711 mobile -> 4711,1,1
yonex mavis 2000 shuttlecocks -> 2000,1,1
yokohama car tyre -> car,1,1
yo jelo beige flats -> beige,1,1
yellow kota doria saree -> doria,1,1
yellow embroidered saree -> embroidered,1,1
yellow brasso saree -> brasso,1,1
yamaha fz bike tyre -> bike,1,1
xxl chandari kurtis -> chandari,1,1
xperia z ultra -> xperia,1,1
xperia z battery -> xperia,1,1
xolo q900s plus back cover -> back,1,1
xolo q1200 back cover -> back,1,1
xolo q1000 opus back cover -> back,1,1
xolo era x jmd mobile flipcover -> jmd,1,1
woodland black boots -> black,1,1
wooden dining table and chairs -> dining,1,1
wireless bluetooth earphones with mic -> bluetooth,1,1
women colour jeans -> colour,1,1
women branded shoes -> branded,1,1
women capri leggings -> capri,1,1
women casual chain watches -> chain,1,1
women clearance sale -> clearance,1,1
women clothing long tops -> long,1,1
women clutch handbags -> clutch,1,1
women denim shirt -> denim,1,1
women advice black casual shoes -> black,1,1
women denim watches -> denim,1,1
women fancy kurties -> fancy,1,1
women for shirts -> for,1,1
women formal pants -> formal,1,1
women formal shirts -> formal,1,1
women golden watch -> golden,1,1
women bow tie top -> tie,1,1
women aditi flip flop -> aditi,1,1
wooden cooking spoon -> cooking,1,1
wireless landline phone -> landline,1,1
wireless ear phone -> ear,1,1
wireless gaming keyboard -> gaming,1,1
wireless headphone for tv -> for,1,1
wireless headset microphone -> headset,1,1
wireless keyboard and mouse -> and,1,1
wireless keyboard and mouse combo -> and,1,1
wireless latest earset microphone -> earset,1,1
womans anarkali cottons kurta -> anarkali,1,1
wireless mini mouse -> mini,1,1
wish kart inc white plastic table mate -> plastic,1,1
without sim card tablets -> card,1,1
woman biba cotton anarkoli kurti -> anarkoli,1,1
woman capri t shirt -> capri,1,1
woman designer sarees -> designer,1,1
women golden watches -> golden,1,1
women gym tights -> gym,1,1
women hill shoe -> hill,1,1
womens night short dress -> night,1,1
womens ethnic skirts -> ethnic,1,1
womens lather wrist watches -> lather,1,1
womens laurels watches -> laurels,1,1
womens length tops -> length,1,1
womens maxi cotton dresses -> cotton,1,1
womens maxi skirts -> maxi,1,1
womens night wear cotton sleeveless -> cotton,1,1
women jackets jackets -> jackets,1,1
womens plain black cotton meterial -> black,1,1
womens summer clothes wear for party -> clothes,1,1
womens white cotton leggings -> cotton,1,1
wooden and iron handicrafted key holders -> handicrafted,1,1
wooden base coconut grater -> coconut,1,1
wooden beaded curtains -> beaded,1,1
womens dresses in long -> in,1,1
womens cotton sarries -> cotton,1,1
womens big bra -> big,1,1
womens ankle casual shoes -> ankle,1,1
women yellow color cotton unstiched suit -> women,1,1
women wrist watch -> women,1,1
women strip tshirt for girls -> strip,1,1
women silk cotton fit suits -> fit,1,1
women sandel shoes -> sandel,1,1
women running shorts -> running,1,1
women pochampally sarees -> pochampally,1,1
women party wear silk cotton suits -> cotton,1,1
women party wear designer tops -> designer,1,1
women party wear designer dresses -> party,1,1
women night pants -> night,1,1
women new suit -> new,1,1
women leather watches -> leather,1,1
usb multi port hub -> multi,1,1
usb micro to usb otg -> micro,1,1
usb memory stick 16 gb -> memory,1,1
taboo board game -> board,1,1
table fan fans -> fan,1,1
table telephone -> table,1,1
table tennis table -> table,1,1
tablet phone with calling facility -> phone,1,1
tablet phone xt712 -> phone,1,1
tablet touchpad -> tablet,1,1
taino u shaped neck pillow -> taino,1,1
tab new offer -> new,1,1
tamil historical novels -> historical,1,1
tampered glass i9082 -> glass,1,1
tank tops -> tank,1,1
tank toys -> tank,1,1
tannoy reveal 502 pair -> 502,1,1
taparia combination screwdriver set -> combination,1,1
tabla set with bag -> set,1,1
tab cover for micromax canvas tab p480-black -> for,1,1
syga multicolour sticker -> multicolour,1,1
t shirt for women -> for,1,1
symphony air coolers -> air,1,1
symphony ninja i personal 17l air cooler -> 17l,1,1
symphony winter -> symphony,1,1
synthetic tracks -> synthetic,1,1
system ups -> system,1,1
t shirt combo for women -> combo,1,1
t shirt offer with pocket -> offer,1,1
t-shirts for girl kids -> girl,1,1
t shirts for women -> t,1,1
t shirts threadz t shirts -> threadz,1,1
t watches -> t,1,1
t wrench -> t,1,1
t-shirt mens yellow -> mens,1,1
t-shirts combos with digital watch -> digital,1,1
taparia wrenches -> taparia,1,1
tapestry wall hanging -> tapestry,1,1
target toy -> target,1,1
tet urdu -> tet,1,1
tenda wifi router -> tenda,1,1
tenda wifi usb wireless adaptor -> tenda,1,1
tennis ball bat -> ball,1,1
tennis school shoes -> school,1,1
terabyte usb hub -> terabyte,1,1
terracotta vases -> terracotta,1,1
tg wireless mouse -> tg,1,1
tata green inverter batteries -> green,1,1
the amazing spider-man 2 ps3 games -> 2,1,1
the body shop body butter -> butter,1,1
the chennai silk pure silk saree -> pure,1,1
the intellect bazaar ac bed sheets -> ac,1,1
the intellect bazaar blue chenille floral diwan set -> blue,1,1
the trendz venue -> the,1,1
tempered glass screen for lenovo tab 2 a850 -> for,1,1
tempered glass for micromax canvas fire a107 -> canvas,1,1
tempered glass for asus zenfone 2 laser 5 5 -> 5,1,1
tempered glass amazing 3d mobile screen guards -> 3d,1,1
temper glass for micromax unite 3 -> micromax,1,1
telephonic shower arrangement only with crutch -> only,1,1
telephonic arrangement crutch -> arrangement,1,1
teen teen -> teen,1,1
teemoods pink cotton lycra shorts -> lycra,1,1
tee shirts checks for men -> checks,1,1
technotech 4 ports usb hub -> 4,1,1
team tshirt -> team,1,1
tea tray -> tea,1,1
tea table glass wooden -> glass,1,1
tately tea -> tately,1,1
tata water filter -> tata,1,1
tata sky hd with recorder -> hd,1,1
symphony air cooler -> air,1,1
swissrock vegetable cutter -> swissrock,1,1
usb hub power adapter -> hub,1,1
stylish wall watch -> stylish,1,1
style watches -> style,1,1
stylish band watches for men -> band,1,1
stylish bike helmets -> bike,1,1
stylish for men white shirts -> white,1,1
stylish top for womens -> stylish,1,1
stylish trays -> stylish,1,1
stylus tablets -> stylus,1,1
study table top -> study,1,1
sub-woofer usb player -> sub-woofer,1,1
suit vest -> suit,1,1
suits for men for wedding -> suits,1,1
sukanyaa sukanyaa -> sukanyaa,1,1
sukkhi 3 gold plated ap necklaces sets -> 3,1,1
summer bike gloves -> bike,1,1
style watch -> style,1,1
study table lamp -> study,1,1
swiss military genuine leather magic flip wallet -> flip,1,1
story home window begie curtains -> begie,1,1
stone wash basin -> stone,1,1
stop formal shoes -> formal,1,1
storage shelf plastic bathroom rack -> bathroom,1,1
storage trays -> storage,1,1
storage trunk -> storage,1,1
story home candy double bed sheets -> candy,1,1
straight long sleeveless kurtis -> long,1,1
study table and chair -> study,1,1
straight salwar suit semi stitched -> semi,1,1
stripes casual slim fit cotton shirt -> cotton,1,1
stripped tshirt for mens -> for,1,1
stripped tshirt mens -> stripped,1,1
strontium 32gb 70mb s class10 -> 32gb,1,1
studds downtown helmets -> downtown,1,1
summer half kurta for men -> half,1,1
summer ladies top for kids -> ladies,1,1
summer men cotton t shirt polo -> cotton,1,1
swimming wear -> swimming,1,1
surat tex in kurtis -> in,1,1
surya benz supreme 4 burner -> benz,1,1
svm watch -> svm,1,1
swayam others pillow covers -> others,1,1
swift old rear view mirror -> old,1,1
swimming costume for girls -> costume,1,1
swipe 4g smartphones -> 4g,1,1
summer shirts for boys kids -> boys,1,1
swipe calling tablet -> calling,1,1
swipe marathon back mobile cover -> back,1,1
swipe tab -> swipe,1,1
swipe tablets -> swipe,1,1
swipe virtue mobile phone back cover -> back,1,1
swiss beauty beauty accessories -> accessories,1,1
surat sangeet sarees -> sangeet,1,1
superman t shirt for women -> superman,1,1
superman full t shirt -> full,1,1
superman back cover yuphoria -> back,1,1
sunsilk 340ml shampoo -> 340ml,1,1
sunshade for maruti ertiga magnetic window sunshade with zip -> for,1,1
sunny toys & green house -> &,1,1
sunglasses fastrack for men -> fastrack,1,1
sunglasses combo small -> combo,1,1
sunglasses aviator for men -> aviator,1,1
sunflame chimney venza -> chimney,1,1
sunflame 2 burner -> 2,1,1
sundirect hd remote -> hd,1,1
sun tan removal cream -> sun,1,1
summer tracksuits -> summer,1,1
summer track suit for women -> summer,1,1
summer tops -> summer,1,1
thermal spa water -> spa,1,1
thermal wear for women for winter -> winter,1,1
thermo water bottle -> thermo,1,1
tvs wireless keyboard mouse -> tvs,1,1
tv video game -> tv,1,1
tv video games -> tv,1,1
tv wifi hdmi -> tv,1,1
tv wireless network adapter -> tv,1,1
tvs e keyboard -> e,1,1
tvs gold keyboard -> gold,1,1
tynor walking stick -> tynor,1,1
turquoise aviator sunglasses -> aviator,1,1
tyre 165 70 r14 -> 70,1,1
tyre inflator tool -> inflator,1,1
u s polo ass casual shirt for men -> ass,1,1
u&v brown lifestyle shoes -> brown,1,1
u8 watches -> u8,1,1
ucb casual shirts -> casual,1,1
turquoise yoga mat -> turquoise,1,1
tupperwear water bottle -> tupperwear,1,1
thin tissue paper -> thin,1,1
trozan or lips pendent -> lips,1,1
tri wallets -> tri,1,1
triveni brasso sarees -> brasso,1,1
triveni cotton sarees -> cotton,1,1
trolley bags for school -> for,1,1
trouser combo for boys -> combo,1,1
trousers chinos pack of 3 -> chinos,1,1
tsf formal shoes -> formal,1,1
tupperware water bottles -> tupperware,1,1
tshirt company black cotton round neck t-shirt -> black,1,1
ttl camera flash -> camera,1,1
tupper ware square water bottles offer -> square,1,1
tupperware big divider lunch box -> divider,1,1
tupperware smart saver oval 1 1 -> 1,1,1
tupperware water bottle 1000 ml -> tupperware,1,1
ucb for kids -> for,1,1
ucb men shirts -> men,1,1
ucb wallet -> ucb,1,1
usb 3 0 otg pendrive -> otg,1,1
universal usb data cables -> universal,1,1
universal world wide travel charger adapter plug -> universal,1,1
untap wall mounted taps cera -> untap,1,1
upkar csirr net set paper 1 exam -> csirr,1,1
urbane woman pure georgette kurti -> georgette,1,1
usb 2 0 cable -> 0,1,1
usb cable black pack of 10 -> black,1,1
ucb wallets -> ucb,1,1
usb cable for powerbank -> cable,1,1
usb car charger -> car,1,1
usb car music system -> car,1,1
usb case fan -> case,1,1
usb fan charger combo -> charger,1,1
usb four port -> four,1,1
universal multi plug -> multi,1,1
universal mobile telescope -> mobile,1,1
universal flat wall mount -> flat,1,1
universal ac remote -> ac,1,1
unitek wall pen -> unitek,1,1
united colors of benetton shirts women -> shirts,1,1
united colors of benetton blue jeans -> blue,1,1
united colors of benetton all shoes -> all,1,1
uniball gel pens -> gel,1,1
underwear briefs for women -> briefs,1,1
umbrella mosquito net -> mosquito,1,1
ultrawide gaming monitor -> gaming,1,1
ultra wet grinder -> ultra,1,1
ultra clean l wings 8 pads -> 8,1,1
ugc net set guide for paper 1 -> for,1,1
ufo green shorts -> green,1,1
ucb women -> ucb,1,1
trendz & attire -> &,1,1
trendy wallets for men -> trendy,1,1
trendy guard cover for mobiles for galaxy core prime black -> cover,1,1
titan womens watches -> titan,1,1
titan wallet -> titan,1,1
titan watch set -> titan,1,1
titan watch woman -> titan,1,1
titan watches discount for men digital -> discount,1,1
titan watches for girls -> titan,1,1
titan white analogue watch -> titan,1,1
titan wrist watches for women -> titan,1,1
tops dress for women -> dress,1,1
titan wrist watches for womens -> titan,1,1
titanium s99 mobile back cover -> back,1,1
today offer all mobile lenovo -> all,1,1
tom tom cardio -> tom,1,1
toner powder for laser printer -> laser,1,1
tools batheroom home -> batheroom,1,1
titan wall clock -> titan,1,1
titan ts-nc9855sm02 -> titan,1,1
titan ladies watch -> ladies,1,1
titan 9471 watches -> 9471,1,1
titan 9151smo1 mens s watch -> 9151smo1,1,1
tissot watches -> tissot,1,1
timex wrist watch -> timex,1,1
timex watches for ladies -> timex,1,1
timex watches -> timex,1,1
timex sports watch -> sports,1,1
timex mens watches -> mens,1,1
timex empera ti000k10600 -> empera,1,1
tikona wifi router -> tikona,1,1
tiger t shirts -> tiger,1,1
tiffin bag in office -> in,1,1
three piece set for boys of 14 years -> piece,1,1
thomas trolly backpacks school bags -> backpacks,1,1
topman men shirts -> men,1,1
tops for women -> for,1,1
trendster beige cotton casuals shirt -> beige,1,1
transparent back cover lenovo vibe s1 -> back,1,1
track pants combo for women -> combo,1,1
track upper -> track,1,1
transcend 810 pendrive -> 810,1,1
transcend usb 3 hub -> 3,1,1
transparent back cover -> back,1,1
transparent back cover for htc one e9 plus -> back,1,1
transparent back cover of microsoft lumia 535 -> back,1,1
toshiba laptop battery c850 p 5010 -> battery,1,1
transparent bra strap -> bra,1,1
transparent vase -> transparent,1,1
traveller wallet for men -> traveller,1,1
travelling bag trolley -> bag,1,1
travelling trousers -> travelling,1,1
trend micro internet security security -> internet,1,1
track pants and capri combo for women -> combo,1,1
tpu cover for moto e2 -> cover,1,1
tplink wifi router -> tplink,1,1
toys watch -> toys,1,1
toys for kids remote flying toys -> flying,1,1
toyota corolla emblem -> corolla,1,1
toy wheels -> toy,1,1
toy tractor -> toy,1,1
toy models for ship -> for,1,1
toy fighting robot -> fighting,1,1
toy bugati car -> bugati,1,1
towel green seat cover for i20 -> green,1,1
towel cotten for men -> cotten,1,1
touch watches sports man -> touch,1,1
toshiko trimmers -> toshiko,1,1
toshiba usb -> toshiba,1,1
toshiba tv -> toshiba,1,1
rope saw -> rope,1,1
roopkala pink raw silk sarees -> pink,1,1
mi redmi 2 prime mobile moto back cover -> back,1,1
neelam stone original with ring -> original,1,1
navy blue plain single blankets -> blue,1,1
navy ssr -> navy,1,1
nba socks -> nba,1,1
ncert maths book for class 11 -> book,1,1
ncert physics pmt -> ncert,1,1
neck ties -> neck,1,1
neon rock face mask -> neon,1,1
navy blue colour tussar silk saree -> colour,1,1
net anarkali kurti in women -> anarkali,1,1
net blue salwar -> blue,1,1
net mens vest -> mens,1,1
net panty -> net,1,1
net saree for party wear -> for,1,1
net to micro usb cable -> micro,1,1
navy blue dot printed mens shirt -> mens,1,1
navy blue color school bags -> color,1,1
musical piano -> musical,1,1
nail pick -> nail,1,1
musical shakers -> musical,1,1
musical wall clock -> musical,1,1
musk shoes -> musk,1,1
muxyn casual shoes -> casual,1,1
mycica note counting machine -> mycica,1,1
mysore silk sarees -> mysore,1,1
nail polish remover tissues -> polish,1,1
navy blue and red casual shoes -> casual,1,1
nataraj pencils jumbo pack -> jumbo,1,1
natraj pencil -> natraj,1,1
natural hair paint brushes -> hair,1,1
natural opal -> natural,1,1
nature apple laptop skins plus screen guard -> apple,1,1
nauti nauti -> nauti,1,1
netgear router -> netgear,1,1
netted shrugs -> netted,1,1
network rack -> network,1,1
nike men shoes -> men,1,1
nike black running shoes -> black,1,1
nike caps caps -> nike,1,1
nike cotton shorts -> cotton,1,1
nike football shoes -> football,1,1
nike football studs -> football,1,1
nike for women -> for,1,1
nike men shorts -> men,1,1
network storage -> network,1,1
nike multicolour slippers -> multicolour,1,1
nike orange shoes -> orange,1,1
nike polo t shirts -> polo,1,1
nike polyester pant -> nike,1,1
